DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2016,102.06,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2017,105.37,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2018,109.56,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2019,110.60,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2020,114.73,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2021,113.07,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2022,116.48,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Spain,2023,111.50,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2014,99.85,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2016,101.72,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2017,103.32,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2018,105.25,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2019,106.69,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2020,111.24,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2021,114.13,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2022,115.33,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",European Union - 27 countries (from 2020),2023,107.86,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2014,101.86,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2015,100.00,b,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2016,100.08,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2017,99.48,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2018,97.18,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2019,94.22,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2020,94.64,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2021,95.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2022,92.91,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Finland,2023,82.97,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2014,102.19,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2016,99.73,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2017,100.65,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2018,101.55,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2019,102.25,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2020,106.38,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2021,107.51,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2022,109.34,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",France,2023,102.01,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2014,105.83,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2016,97.94,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2017,97.24,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2018,97.01,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2019,98.87,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2020,102.99,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2021,101.66,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2022,104.14,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Croatia,2023,102.31,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2014,92.94,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2016,107.13,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2017,109.53,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2018,112.70,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2019,119.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2020,119.90,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2021,122.74,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2022,126.13,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Hungary,2023,116.12,p,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2014,93.36,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2016,103.65,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2017,109.42,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2018,116.62,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2019,112.77,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2020,108.18,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2021,111.82,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2022,117.54,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Ireland,2023,111.16,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2014,105.29,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2016,98.85,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2017,95.58,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2018,93.43,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2019,92.47,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2020,95.24,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2021,92.48,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2022,90.22,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Italy,2023,87.32,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2014,101.45,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2016,97.10,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2017,102.79,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2018,101.48,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2019,98.28,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2020,96.09,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2021,100.46,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2022,105.98,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Lithuania,2023,105.91,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2014,94.83,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2016,106.13,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2017,107.23,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2018,111.39,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2019,117.99,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2020,127.30,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2021,142.94,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2022,148.65,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Luxembourg,2023,127.91,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2014,110.19,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2015,100.00,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2016,102.18,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2017,103.23,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2018,104.22,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2019,106.40,,
ESTAT:TIPSHO60(1.0),10/01/25 11:00:00,Annual,"Price-to-income ratio, index 2015=100",Latvia,2020,107.32,,
