DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2015,0.4,b,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2016,5.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2017,3.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2018,4.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2019,3.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2020,5.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2021,2.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2022,-1.9,b,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Bulgaria,2023,1.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2014,-1.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2015,1.0,b,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2016,2.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2017,1.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2018,0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2019,3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2020,1.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2021,-3.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2022,-3.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Cyprus,2023,-0.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2014,1.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2015,3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2016,6.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2017,8.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2018,5.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2019,6.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2020,5.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2021,14.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2022,2.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Czechia,2023,-9.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2014,2.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2015,4.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2016,6.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2017,4.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2018,4.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2019,4.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2020,7.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2021,8.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2022,-1.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Germany,2023,-14.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2014,3.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2015,6.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2016,4.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2017,4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2018,3.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2019,1.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2020,4.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2021,9.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2022,-2.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Denmark,2023,-6.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2014,-0.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2015,1.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2016,3.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2017,2.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2018,3.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2019,3.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2020,4.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2021,5.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2022,0.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Euro area – 20 countries (from 2023),2023,-7.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2014,13.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2015,6.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2016,3.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2017,0.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2018,2.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2019,4.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2020,7.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2021,10.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2022,4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Estonia,2023,-2.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2014,-5.2,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2015,-3.8,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2016,-1.6,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2017,-1.3,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2018,1.7,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2019,7.1,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2020,5.7,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2021,6.6,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2022,5.8,e,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Greece,2023,8.8,ep,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2014,0.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2015,3.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2016,4.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2017,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2018,5.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2019,4.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2020,2.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2021,1.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2022,0.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Spain,2023,-1.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2014,0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2015,2.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2016,4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2017,3.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2018,3.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2019,3.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2020,5.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2021,5.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2022,0.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,European Union - 27 countries (from 2020),2023,-6.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2014,-1.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2015,-0.5,b,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2016,1.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2017,0.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2018,-0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2019,-0.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2020,1.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2021,2.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2022,-5.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Finland,2023,-9.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2014,-1.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2015,-1.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2016,0.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2017,2.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2018,1.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2019,2.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2020,4.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2021,4.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2022,1.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,France,2023,-6.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2014,-1.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2015,-2.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2016,2.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2017,2.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2018,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2019,7.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2020,7.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2021,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2022,3.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Croatia,2023,3.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2014,3.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2015,12.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2016,12.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2017,8.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2018,10.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2019,11.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2020,2.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2021,9.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2022,6.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Hungary,2023,-6.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2014,15.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2015,10.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2016,6.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2017,9.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2018,8.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2019,0.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2020,0.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2021,5.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2022,4.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Ireland,2023,-5.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2014,-4.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2015,-4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2016,-0.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2017,-2.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2018,-1.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2019,-1.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2020,1.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2021,1.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2022,-2.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Italy,2023,-3.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2014,6.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2015,4.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2016,4.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2017,4.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2018,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2019,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2020,6.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2021,10.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2022,0.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Lithuania,2023,0.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2014,3.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2015,4.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2016,5.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2017,3.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2018,5.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2019,8.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2020,12.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2021,12.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2022,4.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Luxembourg,2023,-12.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2014,5.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2015,-3.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2016,7.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2017,5.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2018,6.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2019,5.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2020,3.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2021,8.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2022,0.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Latvia,2023,-4.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2014,2.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2015,4.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2016,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2017,4.5,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2018,4.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2019,4.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2020,2.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2021,3.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2022,1.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Malta,2023,-0.1,p,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2014,-0.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2015,3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2016,4.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2017,5.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2018,7.1,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2019,4.8,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2020,5.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2021,9.6,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2022,5.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Netherlands,2023,-8.2,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2014,1.3,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2015,1.9,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2016,2.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2017,2.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2018,5.0,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2019,6.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2020,6.7,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2021,3.4,,
ESTAT:TIPSHO10(1.0),10/01/25 11:00:00,Annual,Annual average rate of change,Poland,2022,-2.0,,
